The Sweet Hereafter,1997,112
Titanic,1997,197
American History X,1998,118
Armageddon,1998,153
Babe: Pig in the City,1998,97
The Big Lebowski,1998,117
A Bug's Life,1998,95
A Civil Action,1998,115
Dark City,1998,101
Happiness,1998,139
The Idiots,1998,Runtime not found
Pi,1998,85
Pleasantville,1998,124
Primary Colors,1998,143
Ringu,1998,96
Run Lola Run,1998,81
Rushmore,1998,89
Saving Private Ryan,1998,169
Shakespeare in Love,1998,122
A Simple Plan,1998,121
There's Something About Mary,1998,118
The Thin Red Line,1998,170
The Truman Show,1998,102
All About My Mother,1999,101
American Beauty,1999,120
Audition,1999,115
Beau Travail,1999,92
Being John Malkovich,1999,112
The Blair Witch Project,1999,87
Boys Don't Cry,1999,116
Bringing Out the Dead,1999,121
The End of the Affair,1999,102
Eyes Wide Shut,1999,159
Fight Club,1999,139
The Insider,1999,157
The Iron Giant,1999,86
Magnolia,1999,188
The Matrix,1999,136
The Sixth Sense,1999,105
"South Park: Bigger, Longer & Uncut",1999,88
The Straight Story,1999,111
The Talented Mr. Ripley,1999,139
Three Kings,1999,115
Topsy-Turvy,1999,160
Toy Story 2,1999,92
Almost Famous,2000,122
American Psycho,2000,97
Amores Perros,2000,153
The Beach,2000,119
Best in Show,2000,89
Billy Elliot,2000,110
The Cell,2000,107
Chicken Run,2000,84
"Crouching Tiger, Hidden Dragon",2000,120
Dancer in the Dark,2000,140
Erin Brockovich,2000,131
Gladiator,2000,154
High Fidelity,2000,113
In the Mood for Love,2000,98
Meet the Parents,2000,107
Memento,2001,116
"O Brother, Where Art Thou?",2000,106
Pollock,2000,122
Requiem For a Dream,2000,100
Traffic,2000,147
Wonder Boys,2000,107
You Can Count on Me,2000,111
A.I. Artificial Intelligence,2001,145
Amelie,2001,121
A Beautiful Mind,2001,134
Black Hawk Down,2001,144
Bridget Jones's Diary,2001,96
Donnie Darko,2001,122
Fat Girl,2001,93
Final Fantasy: The Spirits Within,2001,106
Ghost World,2001,111
Gosford Park,2001,137
Hannibal,2001,131
Harry Potter and the Sorcerer's Stone,2001,152
In the Bedroom,2001,138
The Lord of the Rings: The Fellowship of the Ring,2001,178
The Man Who Wasn't There,2001,116
Monsoon Wedding,2001,114
Monster's Ball,2001,111
"Monsters, Inc.",2001,92
Moulin Rouge!,2001,126
Mulholland Dr.,2001,146
The Others,2001,101
The Piano Teacher,2001,130
The Pledge,2001,124
The Royal Tenenbaums,2001,108
Shrek,2001,90
Spirited Away,2001,124
Waking Life,2001,99
Winged Migration,2001,98
Y Tu Mama Tambien,2001,105
About Schmidt,2002,125
Adaptation,2002,114
The Bourne Identity,2002,118
Bowling for Columbine,2002,123
Chicago,2002,113
City of God,2002,131
Die Another Day,2002,132
Far From Heaven,2002,107
Femme Fatale,2002,110
Frida,2002,120
Gangs of New York,2002,168
Harry Potter and the Chamber of Secrets,2002,161
The Hours,2002,114
Ice Age,2002,85
Irreversible,2002,97
The Lord of the Rings: The Two Towers,2002,179
My Big Fat Greek Wedding,2002,95
The Pianist,2002,148
Punch-Drunk Love,2002,95
The Ring,2002,105
Russian Ark,2002,96
Secretary,2002,111
Signs,2002,106
Solaris,2002,99
Spider-Man,2002,121
Talk to Her,2002,101
28 Days Later...,2002,99
Unfaithful,2002,124
Whale Rider,2002,101
Big Fish,2003,125
Dogville,2003,177
The Dreamers,2003,116
Finding Nemo,2003,100
Good Bye Lenin!,2003,121
House of Sand and Fog,2003,126
Kill Bill: Vol. 1,2003,111
The Lord of the Rings: The Return of the King,2003,201
Lost in Translation,2003,102
"Love, Actually",2003,135
Master and Commander: The Far Side of the World,2003,138
The Matrix Reloaded,2003,138
The Matrix Revolutions,2003,129
A Mighty Wind,2003,91
Monster,2003,93
Mystic River,2003,137
Oldboy,2003,118
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143
Seabiscuit,2003,141
Terminator 3: Rise of the Machines,2003,109
thirteen,2003,100
The Triplets of Belleville,2003,80
21 Grams,2003,124
Under the Tuscan Sun,2003,113
X2: X-Men United,2003,133
Bad Education,2004,104
Before Sunset,2004,80
The Bourne Supremacy,2004,120
Closer,2004,101
Dawn of the Dead,2004,101
The Day After Tomorrow,2004,123
Downfall,2004,150
Eternal Sunshine of the Spotless Mind,2004,108
Fahrenheit 9/11,2004,122
Harry Potter and the Prisoner of Azkaban,2004,141
Hellboy,2004,122
Hotel Rwanda,2004,121
Howl's Moving Castle,2004,119
The Incredibles,2004,121
Kill Bill: Vol. 2,2004,137
The Life Aquatic with Steve Zissou,2004,118
Maria Full of Grace,2004,101
Million Dollar Baby,2004,137
Napoleon Dynamite,2004,86
The Passion of the Christ,2004,127
The Polar Express,2004,100
Saw,2004,100
Shaun of the Dead,2004,99
Shrek 2,2004,99
Sideways,2004,126
Spider-Man 2,2004,124
Super Size Me,2004,96
Troy,2004,165
Æon Flux,2005,93
Batman Begins,2005,140
Brokeback Mountain,2005,134
Caché,2005,111
Capote,2005,115
"The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe",2005,139
The Constant Gardener,2005,128
Crash,2004,114
The Exorcism of Emily Rose,2005,122
"Good Night, and Good Luck.",2005,90
Harry Potter and the Goblet of Fire,2005,150
A History of Violence,2005,96
Junebug,2005,106
King Kong,2005,187
Kingdom of Heaven,2005,145
Land of the Dead,2005,93
March of the Penguins,2005,80
Memoirs of a Geisha,2005,144
Munich,2005,164
The New World,2005,135
North Country,2005,126
Pride & Prejudice,2005,126
Sin City,2005,147
Syriana,2005,128
Walk the Line,2005,136
Apocalypto,2006,139
Away From Her,2006,110
Babel,2006,143
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,84
Casino Royale,2006,144
Children of Men,2006,109
The Departed,2006,151
The Devil Wears Prada,2006,109
Dreamgirls,2006,130
Flags of Our Fathers,2006,132
Happy Feet,2006,108
The Illusionist,2006,109
An Inconvenient Truth,2006,96
The Last King of Scotland,2006,121
Letters From Iwo Jima,2006,141
Little Children,2006,137
Little Miss Sunshine,2006,101
The Lives of Others,2006,137
Once,2006,85
Pan's Labyrinth,2006,119
Pirates of the Caribbean: Dead Man's Chest,2006,151
The Prestige,2006,130
The Queen,2006,97
Rocky Balboa,2006,101
Superman Returns,2006,154
300,2006,116
United 93,2006,111
Volver,2006,121
Across the Universe,2007,128
The Assassination of Jesse James By the Coward Robert Ford,2007,160
Atonement,2007,123
Before the Devil Knows You're Dead,2007,117
The Bourne Ultimatum,2007,115
The Diving Bell and the Butterfly,2007,112
"4 Months, 3 Weeks, and 2 Days",2007,113
Gone Baby Gone,2007,114
Hairspray,2007,115
Hannibal Rising,2007,121
Harry Potter and the Order of the Phoenix,2007,139
Into the Wild,2007,148
Juno,2007,96
Live Free or Die Hard,2007,129
Michael Clayton,2007,119
No Country For Old Men,2007,91
The Orphanage,2007,105
Paranormal Activity,2007,86
Persepolis,2007,95
Pirates of the Caribbean: At World's End,2007,168
Ratatouille,2007,110
Shrek the Third,2007,92
Spider-Man 3,2007,138
Sweeney Todd: The Demon Barber of Fleet Street,2007,117
There Will Be Blood,2007,158
La Vie En Rose,2007,140
Anvil! The Story of Anvil,2008,Runtime not found
The Chronicles of Narnia: Prince Caspian,2008,144
The Class,2008,Runtime not found
The Curious Case of Benjamin Button,2008,167
The Dark Knight,2008,152
Doubt,2008,104
Frost/Nixon,2008,122
Gomorrah,2008,137
Gran Torino,2008,116
Indiana Jones and the Kingdom of the Crystal Skull,2008,122
Iron Man,2008,126
Låt den Rätte Komma In),2008,Runtime not found
Mamma Mia!,2008,108
Milk,2008,127
Quantum of Solace,2008,105
The Reader,2008,123
Revolutionary Road,2008,119
Slumdog Millionaire,2008,116
Twilight,2008,121
Vicky Cristina Barcelona,2008,96
WALL • E,2008,97
The Wrestler,2008,109
Avatar,2009,160
Bad Lieutenant Port of Call: New Orleans,2009,122
The Blind Side,2009,129
Crazy Heart,2009,112
An Education,2009,100
The Girl With the Dragon Tattoo,2009,154
The Hangover,2009,96
Harry Potter and the Half Blood Prince,2009,153
The Hurt Locker,2009,127
Inglourious Basterds,2009,152
Precious: Based on the Novel Push by Sapphire,2009,109
A Serious Man,2009,106
Star Trek,2009,126
Terminator Salvation,2009,114
Transformers: Revenge of the Fallen,2009,144
The Twilight Saga: New Moon,2009,130
Up,2009,89
Up in the Air,2009,109
The American,2010,105
Black Swan,2010,103
Blue Valentine,2010,112
Despicable Me,2010,95
The Fighter,2010,115
The Ghost Writer,2010,128
"Harry Potter and the Deathly Hallows, Part 1",2010,146
How to Train Your Dragon,2010,98
Inception,2010,148
Iron Man 2,2010,124
The Kids Are All Right,2010,106
The King's Speech,2010,118
127 Hours,2010,93
Shrek Forever After,2010,93
The Social Network,2010,120
The Town,2010,124
Toy Story 3,2010,103
True Grit,2010,110
Winter's Bone,2010,100
The Artist,2011,100
Bridesmaids,2011,125
The Descendants,2011,115
Drive,2011,100
The Girl With the Dragon Tattoo,2011,158
"Harry Potter and the Deathly Hallows, Part 2",2011,130
Le Havre,2011,93
The Help,2011,146
Hugo,2011,128
The Iron Lady,2011,105
Melancholia,2011,136
Midnight in Paris,2011,94
Moneyball,2011,133
My Week With Marilyn,2011,101
Rango,2011,107
A Separation,2011,123
Shame,2011,101
Tinker Tailor Soldier Spy,2011,127
The Tree of Life,2011,139
"The Twilight Saga: Breaking Dawn, Part 1",2011,117
Unknown,2011,113
War Horse,2011,146
Amour,2012,127
Argo,2012,120
Beasts of the Southern Wild,2012,93
Brave,2012,93
The Cabin in the Woods,2012,95
A Coffee in Berlin,2012,83
The Dark Knight Rises,2012,164
Django Unchained,2012,166
The Hobbit: An Unexpected Journey,2012,169
The Hunger Games,2012,142
Life of Pi,2012,127
Lincoln,2012,149
Looper,2012,118
Marvel's) The Avengers,2012,142
The Master,2012,138
Les Misérables,2012,158
Moonrise Kingdom,2012,93
The Sessions,2012,98
Silver Linings Playbook,2012,120
Skyfall,2012,145
Zero Dark Thirty,2012,157
All Is Lost,2013,106
American Hustle,2013,138
August: Osage County,2013,121
Before Midnight,2013,109
Blue Is the Warmest Color,2013,179
Blue Jasmine,2013,98
Lee Daniels') The Butler,2013,132
Captain Phillips,2013,134
The Conjuring,2013,112
Dallas Buyers Club,2013,117
Despicable Me 2,2013,98
Enough Said,2013,93
Fast & Furious 6,2013,130
Fruitvale Station,2013,85
Gravity,2013,91
Her,2013,120
The Hobbit: The Desolation of Smaug,2013,161
The Hunger Games: Catching Fire,2013,146
The Immigrant,2013,120
Inside Llewyn Davis,2013,105
Iron Man Three,2013,130
Man of Steel,2013,143
Monsters University,2013,104
Nebraska,2013,115
Philomena,2013,98
Spring Breakers,2013,94
Star Trek Into Darkness,2013,132
Thor: The Dark World,2013,112
12 Years a Slave,2013,134
Under the Skin,2013,108
The Wolf of Wall Street,2013,180
World War Z,2013,116
American Sniper,2014,134
Big Eyes,2014,105
The Unexpected Virtue of Ignorance),2014,119
Boyhood,2014,165
The Fault in Our Stars,2014,126
Foxcatcher,2014,134
Gone Girl,2014,149
The Grand Budapest Hotel,2014,100
The Hobbit: The Battle of the Five Armies,2014,144
The Hunger Games: Mockingjay Part 1,2014,123
The Imitation Game,2014,114
Inherent Vice,2014,148
Interstellar,2014,169
Into the Woods,2014,124
The Judge,2014,141
The LEGO Movie,2014,100
A Most Violent Year,2014,125
Selma,2014,122
St. Vincent,2014,102
Still Alice,2014,101
The Theory of Everything,2014,123
"Deux Jours, Une Nuit)",2014,95
Unbroken,2014,137
Whiplash,2014,107
Wild,2014,115
Amy,2015,128
Anomalisa,2015,90
Avengers: Age of Ultron,2015,141
The Big Short,2015,130
Bridge of Spies,2015,141
Brooklyn,2015,111
Carol,2015,118
Chi-Raq,2015,127
Creed,2015,133
The Danish Girl,2015,119
The Diary of a Teenage Girl,2015,102
Ex Machina,2015,108
Fast & Furious 7,2015,137
45 Years,2015,95
The Hateful Eight,2015,167
Inside Out,2015,95
Joy,2015,124
Jurassic World,2015,124
Mad Max: Fury Road,2015,120
The Martian,2015,144
Mission: Impossible - Rogue Nation,2015,131
The Revenant,2015,156
Room,2015,118
Sicario,2015,121
Spectre,2015,148
Spotlight,2015,128
Star Wars: Episode VII - The Force Awakens,2015,135
Steve Jobs,2015,122
Straight Outta Compton,2015,147
Tangerine,2015,88
Trumbo,2015,124
Arrival,2016,116
Captain America: Civil War,2016,147
Deadpool,2016,108
Don't Breathe,2016,88
The Edge of Seventeen,2016,104
Elle,2016,130
Everybody Wants Some!!,2016,117
Fantastic Beasts and Where to Find Them,2016,133
Fences,2016,138
Finding Dory,2016,97
The Girl on the Train,2016,112
Green Room,2016,95
Hacksaw Ridge,2016,139
"Hail, Caesar!",2016,106
Hell or High Water,2016,102
Hidden Figures,2016,127
Jackie,2016,100
The Jungle Book,2016,106
La La Land,2016,128
Lion,2016,118
Love & Friendship,2016,92
Loving,2016,123
Manchester by the Sea,2016,137
Moana,2016,107
A Monster Calls,2016,108
Moonlight,2016,111
Nocturnal Animals,2016,116
Paterson,2016,118
Rogue One: A Star Wars Story,2016,133
Silence,2016,161
Sing Street,2016,106
Sully,2016,96
20th Century Women,2016,118
The VVitch,2015,92
Zootopia,2016,108
Blade Runner 2049,2017,164
Call Me By Your Name,2017,132
Coco,2017,105
Darkest Hour,2017,125
Dunkirk,2017,106
The Florida Project,2017,111
Get Out,2017,104
A Ghost Story,2017,92
"I, Tonya",2017,120
Lady Bird,2017,94
Logan,2017,137
Mudbound,2017,134
Phantom Thread,2017,130
The Post,2017,116
The Shape of Water,2017,123
Star Wars: Episode VIII - The Last Jedi,2017,152
"Three Billboards outside Ebbing, Missouri",2017,115
Wonder Woman,2017,141
BlacKkKlansman,2018,136
Black Panther,2018,135
Bohemian Rhapsody,2018,133
Can You Ever Forgive Me?,2018,107
Crazy Rich Asians,2018,121
The Favourite,2018,121
First Man,2018,142
Green Book,2018,130
If Beale Street Could Talk,2018,119
Incredibles 2,2018,125
Mary Poppins Returns,2018,130
A Quiet Place,2018,91
Roma,2018,135
Spider-Man: Into the Spider-Verse,2018,117
A Star Is Born,2018,134
Vice,2018,132
The Wife,2018,101
Ad Astra,2019,123
Avengers: Endgame,2019,181
A Beautiful Day in the Neighborhood,2019,109
Bombshell,2019,109
Booksmart,2019,102
Dolemite is My Name,2019,117
The Farewell,2019,100
Fast & Furious Presents: Hobbs & Shaw,2019,137
Ford v Ferrari,2019,152
Frozen II,2019,103
A Hidden Life,2019,174
Hustlers,2019,110
The Irishman,2019,209
Joker,2019,122
Judy,2019,118
Knives Out,2019,130
The Lion King,2019,118
Little Women,2019,134
Marriage Story,2019,137
Midsommar,2019,147
1917,2019,119
Once Upon a Time... in Hollywood,2019,161
Pain and Glory,2019,113
Parasite,2019,232
Portrait of a Lady on Fire,2019,121
Rocketman,2019,121
Toy Story 4,2019,100
The Two Popes,2019,125
Uncut Gems,2019,135
Us,2019,116
Yesterday,2019,116
The Assistant,2020,87
Da 5 Bloods,2020,154
The Father,2020,97
Judas and the Black Messiah,2020,126
Ma Rainey's Black Bottom,2020,94
Mank,2020,131
Minari,2020,115
The Nest,2020,107
Never Rarely Sometimes Always,2020,101
Nomadland,2020,108
On the Rocks,2020,96
One Night in Miami...,2020,114
Promising Young Woman,2020,113
Soul,2020,100
Sound of Metal,2019,120
Tenet,2020,150
The Trial of the Chicago 7,2020,129
Wonder Woman 1984,2020,151
Being the Ricardos,2021,131
Belfast,2021,98
CODA,2021,111
Don't Look Up,2021,138
Drive My Car,2021,179
Dune,2021,155
Encanto,2021,102
The Eyes of Tammy Faye,2021,126
House of Gucci,2021,158
King Richard,2021,144
Licorice Pizza,2021,133
The Lost Daughter,2021,121
Nightmare Alley,2021,150
No Time to Die,2021,163
Parallel Mothers,2021,120
The Power of the Dog,2021,126
Spider-Man: No Way Home,2021,148
"tick, tick … Boom!",2021,115
The Tragedy of Macbeth,2021,105
West Side Story,2021,156
Avatar: The Way of Water,2022,192
Babylon,2022,189
The Banshees of Inisherin,2022,114
Black Panther: Wakanda Forever,2022,161
Elvis,2022,159
Everything Everywhere All at Once,2022,139
The Fabelmans,2022,151
Tár,2022,158
Till,2022,130
Top Gun: Maverick,2022,130
The Whale,2022,117
The Woman King,2022,135
Women Talking,2022,104
Air,2023,111
American Fiction,2023,117
Anatomy of a Fall,2023,151
Asteroid City,2023,105
Barbie,2023,114
The Boy and the Heron,2023,124
The Holdovers,2023,133
Killers of the Flower Moon,2023,206
Maestro,2023,129
May December,2023,117
Oppenheimer,2023,180
Past Lives,2023,105
Poor Things,2023,141
Spider-Man: Across the Spider-Verse,2023,140
The Super Mario Bros. Movie,2023,92
Talk to Me,2023,95
The Zone of Interest,2023,105
